२.१४ तपाईको परिवारले कुनै चौपाया तथा पशुपंक्षी पाल्नुभएको छ ?,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/गाइगोरु/बाच्छाबाच्छी,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/राँगाभैसी/पाडापाडी,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/बाख्रा/खसी/बोका/च्याग्रा,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/भेडा,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/सुँगुर/वंगुर,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/कुखुरा/हाँस,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/घोडा/खच्चड,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/याक/चौरी,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/खरायो,२.१५.२ गाइगोरु/बाच्छाबाच्छीको संख्या,२.१५.३ गाइगोरु वार्षिक दूध उत्पादन(लिटर),२.१५.४ गाइगोरु विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ राँगाभैसी/पाडापाडीको संख्या,२.१५.३ राँगाभैसी वार्षिक दूध उत्पादन(लिटर),२.१५.४ राँगाभैसी वार्षिक मासु उत्पादन (के.जि.),२.१५.५ राँगाभैसी हाड/छाला(के.जि.),२.१५.६ राँगाभैसी विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ याक/चौरीको संख्या,२.१५.३  याक/चौरी वार्षिक दूध उत्पादन(लिटर),२.१५.४ याक/चौरी वार्षिक मासु उत्पादन (के.जि.),२.१५.५ याक/चौरी हाड/छाला(के.जि.),२.१५.६  याक/चौरी विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ बाख्रा/खसी/बोकाको संख्या,२.१५.३ बाख्रा वार्षिक दूध उत्पादन(लिटर),२.१५.४ बाख्रा वार्षिक मासु उत्पादन (के.जि.),२.१५.५ बाख्रा हाड/छाला(के.जि.),२.१५.६ बाख्रा विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ भेडाको संख्या,२.१५.३ भेडा वार्षिक दूध उत्पादन(लिटर),२.१५.४ भेडा वार्षिक मासु उत्पादन (के.जि.),२.१५.५ भेडा वार्षिक उन उत्पादन (के.जि.),२.१५.६ भेडा हाड/छाला(के.जि.),२.१५.७ भेडा विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ सुँगुर/वंगुरको संख्या,२.१५.३ सुँगुर/वंगुर वार्षिक मासु उत्पादन (के.जि.),२.१५.४ सुँगुर/वंगुर हाड/छाला(के.जि.),२.१५.५ सुँगुर/वंगुर विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ खरायोको संख्या,२.१५.३ खरायो वार्षिक मासु उत्पादन (के.जि.),२.१५.४ खरायो हाड/छाला(के.जि.),२.१५.५ खरायो विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ कुखुरा/हाँसको संख्या,२.१५.३ कुखुरा/हाँस वार्षिक मासु उत्पादन (के.जि.),२.१५.५ कुखुरा/हाँस वार्षिक अण्डा उत्पादन (संख्या),२.१५.७ कुखुरा/हाँस हाड/छाला(के.जि.),२.१५.८ कुखुरा/हाँस विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ घोडा/खच्चड/झोपाको संख्या,२.१५.३ घोडा बार्षिक आम्दानी (रु.),"२.१६ तपाईको परिवारमा माछा, मौरी र रेशमपालन गर्नुभएको छ ?","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?/माछा","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?/मौरी","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?/रेशम","<span style=""color:red"">नभएको खण्डमा 0 लेख्नुहोस</span>",२.१६.१ माछापालन गरेको पोखरी संख्या,२.१६.२ माछापालन पोखरीको क्षेत्रफल,२.१३.३ माछापालन गरिएको क्षेत्रफलको इकाई,२.१६.४ बार्षिक माछा उत्पादन (के.जि.),"<span style=""color:red"">नभएको खण्डमा 0 लेख्नुहोस</span>",२.१६.१ मौरी घार संख्या,२.१६.२ बार्षिक मह उत्पादन (के.जि.),"<span style=""color:red"">नभएको खण्डमा 0 लेख्नुहोस</span>",२.१६.१ रेशमखेती कोयो संख्या,२.१६.२ बार्षिक रेशम उत्पादन (के.जि.),_index
छ,गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,,,,,,4,0,30,0,20000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1545
छ,बाख्रा/खसी/बोका/च्याग्रा राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,,,,,,4,0,30,0,20000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1546
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,30,500,0,0,45000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1547
छ,याक/चौरी,0,0,0,0,0,0,0,1,0,,,,,,,,,13,3000,0,0,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1548
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1549
छ,राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी,1,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1550
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1551
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1552
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1553
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1554
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1555
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1556
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1557
छ,कुखुरा/हाँस,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1558
छ,कुखुरा/हाँस,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1559
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,3,0,0,0,30000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1560
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1561
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1562
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,28,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1563
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1564
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,13,500,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1565
छ,कुखुरा/हाँस बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,2,0,0,0,30000,,,,,,,,,,,,,,,2,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1566
छ,याक/चौरी,0,0,0,0,0,0,0,1,0,,,,,,,,,15,5000,0,0,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1567
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1568
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1569
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1570
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1571
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1572
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,5,0,0,0,40000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1573
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1574
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,30,500,0,0,90000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1575
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,3,0,0,0,30000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1576
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1577
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1578
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1579
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1580
छ,बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,2,0,0,0,30000,,,,,,,,,,,,,,,1,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1581
छ,कुखुरा/हाँस,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1582
छ,बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,2,0,0,0,10000,,,,,,,,,,,,,,,2,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1583
छ,कुखुरा/हाँस गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,1,0,0,0,3,0,0,,,,,,,,,,,2,0,0,0,30000,,,,,,,,,,,,,,,5,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1584
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,8,10,100,0,65000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1585
छ,कुखुरा/हाँस बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,2,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1586
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,15,500,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1587
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा याक/चौरी,1,0,1,0,0,0,0,1,0,13,1200,20000,,,,,,1,0,0,0,0,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1588
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,25,500,0,0,90000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1589
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,25,500,0,0,50000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1590
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा राँगाभैसी/पाडापाडी,1,1,1,0,0,0,0,0,0,2,0,0,2,500,0,0,0,,,,,,6,0,50,0,35000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1591
छ,घोडा/खच्चड,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50000,छैन,,,,,,,,,,,,,,,,1592
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1593
छ,बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,15,0,0,0,0,,,,,,,,,,,,,,,5,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1594
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1595
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1596
छ,कुखुरा/हाँस बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,2,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1597
छ,कुखुरा/हाँस बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,5,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1598
छ,कुखुरा/हाँस,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1599
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1600
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,10000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1601
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1602
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,20,0,50,0,30000,,,,,,,,,,,,,,,,,,,,,,छ,मौरी,0,1,0,,,,,,,1,2,,,,1603
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1604
छ,गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,,,,,,4,0,50,0,30000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1605
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1606
छ,राँगाभैसी/पाडापाडी,0,1,0,0,0,0,0,0,0,,,,1,300,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1607
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,150,0,,,,,,,,,,,4,0,50,0,30000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1608
छ,राँगाभैसी/पाडापाडी,0,1,0,0,0,0,0,0,0,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1609
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1610
छ,राँगाभैसी/पाडापाडी,0,1,0,0,0,0,0,0,0,,,,2,0,100,0,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1611
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1612
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,4,150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1613
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,3,0,0,,,,,,,,,,,12,0,100,0,65000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1614
छ,राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,1,1,0,0,0,0,0,0,2,0,0,2,0,100,0,40000,,,,,,4,0,50,0,30000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1615
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1616
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,3,0,0,,,,,,,,,,,6,0,60,0,36000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1617
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1618
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1619
छ,राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,0,1,1,0,0,0,0,0,0,,,,1,508,0,0,0,,,,,,2,0,30,0,20000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1620
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1621
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,16,0,70,0,42000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1622
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,6,0,30,0,18000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1623
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1624
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,5,0,0,,,,,,,,,,,5,0,30,0,18000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1625
छ,गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी सुँगुर/वंगुर,1,1,0,0,1,0,0,0,0,1,0,0,1,0,100,0,65000,,,,,,,,,,,,,,,,,3,100,0,40000,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1626
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1627
छ,राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1628
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1629
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1630
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1631
छ,गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,1,1,1,0,0,0,0,0,0,2,0,0,4,0,100,0,40000,,,,,,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1632
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1633
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,4,100,0,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1634
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1635
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,4,0,0,,,,,,,,,,,3,0,50,0,30000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1636
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1637
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1638
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1639
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1640
छ,बाख्रा/खसी/बोका/च्याग्रा गाइगोरु/बाच्छाबाच्छी,1,0,1,0,0,0,0,0,0,4,0,0,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1641
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1642
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,10,0,30,0,18000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1643
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1644
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,4,0,0,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1645
छ,राँगाभैसी/पाडापाडी,0,1,0,0,0,0,0,0,0,,,,2,0,32,0,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1646
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1647
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1648
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1649
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,1,0,1,0,0,1,0,0,0,7,200,0,,,,,,,,,,,2,0,0,0,25000,,,,,,,,,,,,,,,3,0,0,0,2500,,,छैन,,,,,,,,,,,,,,,,1650
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1651
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1652
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1653
